lifestyle-rating,waste-sorting,avoid-plastics,plant-meals,time-commitment,buy-secondhand,reduce-resources,commute-choice
4,Rarely,Often,Never,10-20,Often,Daily,None
3,Daily,Daily,Rarely,30-45,Daily,Rarely,Bike
3,Never,Rarely,Daily,10-20,Sometimes,Daily,Public Transport
5,Daily,Daily,Rarely,45+,Daily,Often,Car
5,Never,Often,Daily,45+,Often,Sometimes,Walk
2,Never,Never,Daily,20-30,Often,Never,Walk
5,Never,Daily,Often,10-20,Never,Daily,None
5,Rarely,Rarely,Sometimes,10-20,Never,Sometimes,Public Transport
1,Sometimes,Never,Daily,10-20,Sometimes,Daily,Bike
1,Never,Sometimes,Often,20-30,Daily,Sometimes,Other
5,Daily,Daily,Daily,45+,Rarely,Never,Walk
4,Rarely,Daily,Sometimes,20-30,Rarely,Rarely,None
1,Often,Never,Daily,10-20,Rarely,Often,Car
2,Sometimes,Rarely,Sometimes,20-30,Often,Rarely,None
2,Daily,Sometimes,Often,30-45,Rarely,Sometimes,Public Transport
3,Never,Often,Never,1-10,Sometimes,Daily,Other
4,Often,Sometimes,Rarely,20-30,Daily,Rarely,Public Transport
2,Daily,Daily,Daily,10-20,Sometimes,Never,Car
4,Never,Daily,Never,20-30,Sometimes,Sometimes,Car
3,Rarely,Rarely,Rarely,30-45,Daily,Sometimes,Walk
5,Rarely,Never,Often,20-30,Often,Rarely,Car
4,Rarely,Never,Sometimes,10-20,Rarely,Daily,Bike
3,Daily,Sometimes,Daily,30-45,Sometimes,Sometimes,Public Transport
4,Rarely,Often,Never,30-45,Never,Never,Other
4,Daily,Never,Sometimes,1-10,Often,Rarely,None
1,Never,Sometimes,Daily,1-10,Rarely,Sometimes,Public Transport
4,Often,Rarely,Sometimes,20-30,Rarely,Rarely,Bike
5,Sometimes,Rarely,Sometimes,20-30,Rarely,Rarely,Walk
1,Rarely,Sometimes,Never,1-10,Never,Rarely,Walk
1,Daily,Rarely,Sometimes,10-20,Daily,Daily,Car
2,Sometimes,Often,Often,30-45,Often,Sometimes,Public Transport
3,Sometimes,Sometimes,Never,10-20,Often,Often,None
5,Rarely,Sometimes,Often,20-30,Rarely,Daily,Public Transport
5,Rarely,Rarely,Daily,1-10,Sometimes,Often,Bike
4,Sometimes,Often,Daily,1-10,Never,Never,Other
5,Often,Sometimes,Never,45+,Rarely,Daily,Other
3,Daily,Daily,Often,1-10,Rarely,Rarely,Walk
1,Never,Rarely,Sometimes,10-20,Sometimes,Daily,Other
3,Sometimes,Daily,Rarely,20-30,Often,Daily,Public Transport
5,Sometimes,Never,Daily,20-30,Never,Never,Other
2,Never,Daily,Sometimes,30-45,Rarely,Sometimes,None
5,Daily,Sometimes,Never,10-20,Rarely,Rarely,Walk
1,Often,Never,Often,1-10,Rarely,Never,Other
5,Rarely,Never,Daily,30-45,Often,Daily,None
5,Often,Daily,Sometimes,20-30,Rarely,Daily,Public Transport
5,Often,Rarely,Rarely,1-10,Often,Rarely,None
1,Never,Never,Sometimes,1-10,Sometimes,Sometimes,Public Transport
2,Never,Daily,Daily,1-10,Often,Rarely,Bike
4,Rarely,Daily,Daily,1-10,Never,Often,Walk
4,Daily,Rarely,Daily,45+,Rarely,Rarely,Public Transport
5,Sometimes,Never,Rarely,45+,Sometimes,Daily,Public Transport
1,Never,Rarely,Rarely,1-10,Often,Daily,Other
3,Often,Often,Rarely,10-20,Rarely,Rarely,Walk
2,Often,Daily,Rarely,10-20,Rarely,Sometimes,Other
5,Rarely,Never,Often,1-10,Never,Sometimes,Public Transport
5,Never,Sometimes,Never,45+,Often,Never,None
1,Rarely,Rarely,Never,45+,Rarely,Never,Public Transport
4,Rarely,Sometimes,Never,45+,Never,Daily,Walk
5,Rarely,Rarely,Never,20-30,Never,Daily,Car
3,Sometimes,Daily,Rarely,30-45,Often,Rarely,Public Transport
1,Rarely,Never,Rarely,10-20,Sometimes,Often,Car
2,Rarely,Never,Never,10-20,Never,Sometimes,Car
1,Sometimes,Sometimes,Never,45+,Sometimes,Rarely,None
5,Often,Daily,Daily,1-10,Often,Daily,Public Transport
1,Rarely,Sometimes,Sometimes,30-45,Rarely,Rarely,Other
4,Never,Rarely,Rarely,10-20,Rarely,Often,None
5,Daily,Sometimes,Never,30-45,Sometimes,Never,Other
5,Daily,Sometimes,Sometimes,45+,Daily,Sometimes,None
5,Daily,Often,Daily,1-10,Often,Often,Other
3,Often,Rarely,Rarely,1-10,Never,Often,Public Transport
5,Rarely,Sometimes,Sometimes,45+,Sometimes,Sometimes,Bike
3,Often,Sometimes,Never,1-10,Sometimes,Often,Public Transport
1,Never,Sometimes,Often,30-45,Daily,Daily,Bike
4,Sometimes,Sometimes,Sometimes,45+,Rarely,Often,Bike
3,Never,Sometimes,Rarely,45+,Rarely,Daily,None
5,Never,Rarely,Sometimes,45+,Sometimes,Daily,None
5,Never,Daily,Never,1-10,Rarely,Sometimes,Car
1,Never,Often,Never,10-20,Rarely,Daily,Public Transport
5,Sometimes,Sometimes,Never,1-10,Daily,Daily,Public Transport
4,Never,Rarely,Never,20-30,Never,Sometimes,Bike
5,Daily,Rarely,Never,45+,Sometimes,Never,Walk
1,Often,Never,Often,10-20,Sometimes,Never,Public Transport
3,Never,Often,Daily,45+,Sometimes,Often,Walk
2,Daily,Rarely,Rarely,10-20,Often,Never,Other
1,Daily,Often,Rarely,45+,Never,Rarely,Public Transport
5,Sometimes,Rarely,Often,20-30,Never,Never,Walk
4,Often,Often,Daily,30-45,Rarely,Never,Walk
5,Daily,Never,Never,1-10,Daily,Never,None
3,Never,Often,Often,10-20,Daily,Daily,Bike
2,Sometimes,Never,Rarely,10-20,Rarely,Daily,None
4,Often,Often,Sometimes,30-45,Rarely,Daily,Walk
2,Rarely,Sometimes,Rarely,45+,Rarely,Daily,Other
5,Never,Sometimes,Rarely,20-30,Daily,Never,Bike
4,Often,Never,Daily,1-10,Rarely,Never,Public Transport
5,Daily,Never,Sometimes,20-30,Sometimes,Rarely,Public Transport
2,Daily,Often,Daily,10-20,Daily,Rarely,Public Transport
1,Often,Never,Often,30-45,Daily,Rarely,Public Transport
2,Never,Daily,Sometimes,45+,Sometimes,Never,Other
4,Daily,Often,Never,45+,Daily,Rarely,Walk
1,Rarely,Sometimes,Sometimes,45+,Never,Often,Public Transport
2,Often,Never,Sometimes,45+,Daily,Daily,Other
2,Never,Never,Daily,30-45,Sometimes,Rarely,Walk
2,Never,Never,Never,10-20,Rarely,Sometimes,None
3,Rarely,Daily,Daily,1-10,Often,Daily,None
2,Daily,Never,Never,30-45,Never,Sometimes,None
4,Rarely,Rarely,Often,10-20,Rarely,Rarely,Public Transport
4,Rarely,Often,Often,1-10,Sometimes,Daily,Public Transport
4,Often,Rarely,Sometimes,30-45,Rarely,Rarely,Other
5,Never,Sometimes,Often,1-10,Daily,Never,Public Transport
2,Sometimes,Sometimes,Sometimes,1-10,Daily,Never,Car
3,Often,Rarely,Daily,1-10,Never,Daily,Bike
1,Never,Sometimes,Never,30-45,Daily,Often,Bike
3,Never,Rarely,Daily,30-45,Sometimes,Never,Bike
3,Sometimes,Never,Often,20-30,Often,Daily,Bike
2,Rarely,Sometimes,Never,20-30,Often,Sometimes,Other
2,Never,Never,Daily,1-10,Rarely,Rarely,Car
1,Sometimes,Never,Never,45+,Often,Daily,None
5,Rarely,Daily,Never,20-30,Sometimes,Sometimes,None
4,Rarely,Sometimes,Daily,45+,Rarely,Daily,Car
2,Never,Daily,Daily,1-10,Often,Never,Walk
5,Rarely,Rarely,Rarely,45+,Sometimes,Never,Walk
2,Daily,Often,Daily,1-10,Often,Never,Walk
1,Sometimes,Often,Sometimes,20-30,Rarely,Never,Bike
1,Often,Never,Sometimes,10-20,Daily,Never,None
1,Rarely,Often,Never,30-45,Daily,Rarely,None
5,Daily,Never,Sometimes,45+,Sometimes,Rarely,Walk
4,Rarely,Often,Never,30-45,Often,Often,Bike
5,Never,Often,Often,1-10,Often,Never,Walk
4,Daily,Daily,Daily,45+,Rarely,Sometimes,Public Transport
4,Daily,Daily,Never,30-45,Never,Never,Bike
5,Rarely,Never,Daily,1-10,Never,Daily,Other
